community,census_tract,county,hardship_index,ma_percentile,pop_total,percapita_income,percent_not_hs_grad,percent_unemployed,percent_dependent,percent_poverty,percent_crowding
,8102, Hampden County,37.91723452385181,77,2891,23676,10,12.6,45.1,12.9,0
,8016.01, Hampden County,37.925512123681166,77,4635,22021,13.9,10.7,34.400000000000006,18.6,1.6
,2602, Essex County,37.97791821475204,77,3625,24224,19.9,7.7,35,23.9,0
,8104.03, Hampden County,37.98471878956488,78,4152,23422,20.1,8.7,36.699999999999996,13.9,1.7
,8122.01, Hampden County,38.00192102655757,78,5232,25513,12.899999999999999,16.1,30.400000000000006,10.3,3.5
,2216, Essex County,38.04673784882776,78,2619,24976,14.9,10.4,41,15.6,0.7
,7322.02, Worcester County,38.20122763042466,78,3124,23659,12,9,34.2,22.8,2.6
,3116, Middlesex County,38.21378838947762,78,5608,27662,16.4,10.8,37.2,12.4,3
,8127.02, Hampden County,38.27511687018653,78,5644,19007,16.4,11.5,34.7,14.8,1.3
,5111, Plymouth County,38.300884974822424,78,5433,24884,13.899999999999999,13.5,36.300000000000004,11.4,2.5
,9131, Berkshire County,38.44831878276114,78,5026,42129,5.4,14.9,52.7,12.8,1.4
,9214, Berkshire County,38.488491331505685,78,1792,20882,11.3,17.5,31.400000000000006,18.9,0
,405.02, Franklin County,38.50307889220529,78,3430,23224,13.5,13.2,38.699999999999996,5.9,3.6
Dorchester,912, Suffolk County,38.58431232731384,78,3241,32094,17.1,13.6,28.39999999999999,28.1,0.7
,3106.01, Middlesex County,38.721485450305636,78,6405,25934,17,11.5,38.8,4.8,4.5
,8132.07, Hampden County,38.72724178414282,78,4957,27203,14.7,7.3,34.5,18.5,5.2
,7544, Worcester County,38.75035198821784,78,4230,26634,17.6,11.6,42.39999999999999,12.7,0.7
,3122, Middlesex County,38.77749829000367,78,4498,24283,18,8.3,34.19999999999999,12.7,5
,7443, Worcester County,38.78684702953161,79,4372,24853,14.899999999999999,5.1,35.80000000000001,23.7,4
,6139.01, Bristol County,38.855941542635406,79,2658,26762,28.299999999999997,5.7,35.2,23.6,0
,8120.02, Hampden County,38.9259178454178,79,4539,23706,12.5,9.1,36.1,26.1,1.6
Revere,1704, Suffolk County,38.93106706742682,79,5425,25239,18.4,10.3,33.3,16.6,3.2
,8121.04, Hampden County,38.979505416315014,79,4872,24064,16.3,12.8,33.80000000000001,16,2.3
,6510.02, Bristol County,39.03771421095142,79,3648,28412,14.3,11.4,38.89999999999999,19.5,1.7
,8107, Hampden County,39.21110407827708,79,6732,28415,15.2,13.5,35.7,14.8,3
,7551, Worcester County,39.25431476958567,79,3383,25446,8.3,11.3,38.099999999999994,18.6,4
,6531.01, Bristol County,39.262131195214614,79,6229,28843,17.4,12.5,41.8,14.6,0.9
,8201.02, Hampshire County,39.31827663378061,79,3470,21503,12.4,10.2,39,22.1,1.3
,3413, Middlesex County,39.39399001250836,79,5378,24666,12.899999999999999,10.4,27.599999999999994,30.3,3.2
,104.04, Suffolk County,39.405653864151915,79,5167,10585,3.7,15.2,4.700000000000003,58.5,0.4
,9353, Berkshire County,39.43035650933828,79,3826,24273,16.7,11.2,36.8,20.3,1.3
,6417, Bristol County,39.43400184144499,79,5380,24248,25.3,12.9,37.5,9.9,0.5
,7316, Worcester County,39.442944273565324,80,6600,14488,14,10,10.399999999999991,46.4,2.5
East Boston,510, Suffolk County,39.56234279610273,80,4548,26923,20,11.6,32.19999999999999,17.6,3.1
,6408, Bristol County,39.57634837527166,80,3935,21470,27.3,6.2,30.60000000000001,15.9,4
,6542, Bristol County,39.61887368138215,80,3401,26290,24,6.3,37.400000000000006,8.4,5.8
Somerville,3514.04, Middlesex County,39.73095446657116,80,4032,27117,29.299999999999997,9.2,23.299999999999997,14.3,5.9
West Roxbury,1304.06, Suffolk County,39.74188148685095,80,5399,25911,16.7,5.7,42.300000000000004,18.3,3.8
,2523, Essex County,39.74606571534845,80,7015,23562,19.8,8.3,38.5,15.2,3.2
,2047.01, Essex County,39.78679652557516,80,6720,28433,10.899999999999999,12.5,38.2,17.7,3.9
,7106, Worcester County,39.82622390308259,80,6263,21651,18.4,8.9,39,16.8,2.4
,2067, Essex County,39.85215722459516,80,4318,22723,17.4,8.3,31.799999999999997,29.3,2
East Boston,511.01, Suffolk County,39.893629800744996,80,6463,28637,20.7,7.1,29.900000000000006,24.4,4.9
,3832, Middlesex County,39.96479065172202,80,6115,25015,14,9.5,35.89999999999999,16.6,5.4
,1404, Suffolk County,39.97316456592156,80,8368,26819,14.600000000000001,13.6,36.7,11.7,4.4
,7310.02, Worcester County,39.99856858050604,80,6022,25488,20.9,12,34.8,19.7,1.3
,7542, Worcester County,40.090004494852195,80,3803,20707,24.9,8.9,36.50000000000001,21.2,0
,6501.02, Bristol County,40.11220725012999,81,4832,25993,28.2,6.9,39.199999999999996,16.6,1.5
,7092.02, Worcester County,40.15133823529878,81,7479,26576,18.9,9.4,37.49999999999999,12.1,5.2
,5107, Plymouth County,40.161608101567126,81,5848,21798,13.7,12.1,38.89999999999999,21.2,1.2
Mattapan,1010.02, Suffolk County,40.22766124583224,81,4926,18513,14.6,9.6,36.9,22.7,2.1
,2518, Essex County,40.228842093626824,81,7593,27593,16.2,7.7,38,15.5,6.1
,7574, Worcester County,40.25426794773845,81,2968,23566,15.4,15.3,42.599999999999994,9.9,1.4
,3412, Middlesex County,40.28374579861279,81,7422,27435,16.6,11.8,29.400000000000006,17.8,6
,6136, Bristol County,40.34723626564466,81,3859,20497,21.6,11.5,34.5,20.1,0.9
,6442, Bristol County,40.43406198565041,81,6901,26625,20.200000000000003,14.8,42.8,12.6,0
,7097.01, Worcester County,40.46270246720146,81,5265,30040,17,10.9,34.099999999999994,13.9,6.6
,6521, Bristol County,40.585199451527096,81,2680,25935,22.1,11.7,37.400000000000006,15.7,2.2
,811, Suffolk County,40.70188177641807,81,4267,27629,11.3,5.6,27.099999999999994,36.8,6.8
,7096, Worcester County,40.7488299371351,81,2747,25848,20.5,15.4,31.69999999999999,14.4,3.2
,5105.02, Plymouth County,40.76341122056957,81,5232,24073,25.5,11.2,36.599999999999994,18.2,0.8
,6421, Bristol County,40.8269305737083,81,4339,26364,15.8,12.2,34.099999999999994,25.1,2.6
,120.02, Barnstable County,40.849611164021645,82,2861,31469,12.6,12,41.8,17.1,4.4
,4563.01, Norfolk County,40.859940065281826,82,1695,24790,12.100000000000001,8.7,28.099999999999994,26.4,7.3
,4203.02, Norfolk County,40.87199260224184,82,8529,27209,19.1,12.8,36.9,12.1,4.4
Revere,1706.01, Suffolk County,40.8851852005162,82,5864,25328,17.2,9.4,31.19999999999999,13,8.4
Chelsea,1606.02, Suffolk County,40.908893684877626,82,4792,22465,23.5,7.4,35.400000000000006,20,3.4
,9002, Berkshire County,41.02012211859344,82,4076,17196,14.700000000000001,11.7,31,23.7,3.4
,1102.01, Suffolk County,41.11520603010049,82,2380,26067,14.7,11.9,32.5,16,6.8
,8111.01, Hampden County,41.18217668514375,82,5010,19323,18.2,12.2,35.5,21.3,1.7
,3103, Middlesex County,41.22104906561176,82,5621,23158,19.6,12.8,35.099999999999994,25.1,0.6
,405.01, Franklin County,41.2474968490825,82,4322,19121,13.3,12.7,36.3,20.5,3
,7072, Worcester County,41.28291605656967,82,2006,20222,16.3,12.5,36,23.4,1.6
Dorchester,1003, Suffolk County,41.34802243372015,82,3642,20488,16.4,8.4,35.5,26.1,3.4
Revere,1707.01, Suffolk County,41.47850151009475,82,2120,30538,19.8,12.3,25.099999999999994,26.7,5.5
,1401.06, Suffolk County,41.491661196332515,82,1877,23291,18.3,7.8,43.7,23.8,1.6
Revere,1702, Suffolk County,41.49961429713279,83,4837,23200,18.2,5.3,41.3,20.6,4.9
,8021, Hampden County,41.53021592080642,83,6158,25419,19,8.6,39.60000000000001,22.8,3.1
,407.01, Franklin County,41.541021995338475,83,4239,24280,16.8,12.5,36.9,22.6,2.4
,7104, Worcester County,41.61274185931149,83,2383,25117,14.3,10.6,34.2,11.2,9
,8003, Hampden County,41.67907984814871,83,4438,21518,18.2,10.8,36,20.1,3.7
,6505, Bristol County,41.73364112887853,83,3160,22335,26.6,11.2,35.599999999999994,22.1,0.5
,6510.01, Bristol County,41.734371492620774,83,2988,25405,26.299999999999997,6.8,40.1,14.2,4.5
,6415, Bristol County,41.75653667794658,83,2246,21180,33.9,8.1,35.599999999999994,21.3,0
,7323.02, Worcester County,41.77998118239383,83,3684,23011,20,12.8,37.7,18,2.4
,3114, Middlesex County,41.800339310967985,83,6076,22073,19.7,10.2,29.700000000000003,17,7
,803, Suffolk County,41.80897487497064,83,2071,19874,21.599999999999998,12.3,31.099999999999994,27.1,1.2
,801, Suffolk County,41.88124787485313,83,2814,12703,32.4,8.5,18.599999999999994,30.9,2
,7304.01, Worcester County,41.89293772931514,83,5528,20268,21.3,9.3,43.00000000000001,19.2,1.4
,8026.01, Hampden County,41.89412484435382,83,7169,18989,21.6,7.8,41.3,22.6,1.5
,9004, Berkshire County,41.969559381199524,83,5143,22304,10,12.3,42.89999999999999,21.5,3.1
,7071, Worcester County,42.00492458618182,84,4170,24899,12.200000000000001,9,42.2,31.7,1.9
,8016.05, Hampden County,42.016760028593346,84,4638,22715,10.600000000000001,8.1,44.49999999999999,23.4,4.3
,6514, Bristol County,42.04822150020057,84,3248,19670,24.700000000000003,10.4,33.69999999999999,24.6,1.4
,2215, Essex County,42.07456609943194,84,2850,23274,18.299999999999997,13.9,39.9,13.6,3.3
,8002.02, Hampden County,42.119615858950446,84,1243,24855,16.6,5.1,38.199999999999996,15.7,9.2
Dorchester,909.01, Suffolk County,42.18058480942347,84,3832,19162,8.5,10.8,20.099999999999994,49.3,3.7
,3424, Middlesex County,42.18951327131243,84,6636,22894,18.3,9.8,33.80000000000001,20.1,5.9
,5116, Plymouth County,42.23452344070648,84,6360,21503,24.1,12.2,34.60000000000001,19.7,2.3
,6502.02, Bristol County,42.306254067167885,84,2191,21699,22.4,10.6,45.3,17.4,0.8
,2517, Essex County,42.333511502572414,84,5661,20867,22.4,11.2,35,21.3,2.8
,6422, Bristol County,42.34727294032442,84,3882,22488,23.9,8.4,43.39999999999999,20.8,1.4
Dorchester,907, Suffolk County,42.35998345124722,84,4613,29075,20.8,10.2,23.299999999999997,26.9,7.8
,2043, Essex County,42.393619751814605,84,3806,23902,18.1,9,34.5,27.6,4.3
,3115, Middlesex County,42.46947681378423,84,3115,24625,25.6,8.3,33.3,18.6,5.7
,3831.01, Middlesex County,42.47119066594288,85,3408,20211,32.4,9.4,21.799999999999997,28.3,3.2
,7305, Worcester County,42.50993653983347,85,3489,23540,8.399999999999999,11.9,30.5,31.7,6
,7101, Worcester County,42.52936880993365,85,3916,22031,28.5,10.7,35.3,15,3.4
,8015.01, Hampden County,42.537561722751796,85,5724,17435,11.7,15.3,40.9,13,4
,3113, Middlesex County,42.678935660682725,85,3955,23091,24.5,10.3,30.099999999999994,16.1,6.8
,810.01, Suffolk County,42.70674909085375,85,4576,20927,21.5,4.9,27.799999999999997,46.8,1.9
,2063, Essex County,42.74958617190287,85,4082,21861,23,8.5,38.5,18.4,4.5
,6407, Bristol County,42.75080917470955,85,3004,24001,24.299999999999997,17.3,36.199999999999996,16.5,0.8
,3415, Middlesex County,42.833636784899596,85,5648,23286,18.7,13.7,28.700000000000003,14.6,7.9
,7103, Worcester County,42.845378977941316,85,3159,27075,13.100000000000001,17.1,37.00000000000001,11.3,6.5
,3418, Middlesex County,42.91554335553901,85,6382,21248,21.8,9.6,35.400000000000006,22.8,4.1
,3426, Middlesex County,42.92133281939522,85,4961,22947,23.1,13.9,29.200000000000003,18.3,5.1
,6515, Bristol County,42.96691105972366,85,3081,18249,25.700000000000003,14.6,37.9,18.3,0
,5113.01, Plymouth County,42.99252954631381,85,5485,20513,21,15,39.2,16.2,1.9
,6504, Bristol County,43.032626611826494,85,3403,21538,37.5,10.7,35.10000000000001,17.3,0.4
,8015.03, Hampden County,43.21781448678457,86,4036,18648,22.1,11.7,40.4,23.9,0.6
,6401, Bristol County,43.24790388890147,86,4741,22431,27.4,16.7,30.400000000000006,18.6,1.9
,2508, Essex County,43.29761469421999,86,7404,18753,30.200000000000003,10.5,30.400000000000006,20.8,3.3
,6517, Bristol County,43.34725120055183,86,2274,24094,27.900000000000002,2.5,33.80000000000001,42.7,1.7
,414, Franklin County,43.48288872944301,86,2784,17232,15.6,17.1,36.699999999999996,24.5,0.8
,8121.03, Hampden County,43.51075944090576,86,3723,20155,23.4,6.1,44.6,22.4,3
,126.02, Barnstable County,43.539009330630655,86,4546,21481,17.1,9.9,37.300000000000004,31.2,3
,8111.02, Hampden County,43.63518410041052,86,5770,20171,29.6,13,37.900000000000006,18.4,0.8
,2056, Essex County,43.674584176385615,86,4018,23655,14.3,9.9,42,27.9,3.8
,8204, Hampshire County,43.68887445949196,86,12982,3899,14.7,18.3,1.0999999999999943,60.1,0
,921.01, Suffolk County,43.70290247201518,86,7099,24194,30,8.5,32,24.4,4.3
Dorchester,913, Suffolk County,43.78634441235954,86,2596,17411,30.7,8.8,34.2,25.8,1.6
,2608, Essex County,43.802744119711825,86,5036,19618,19,11.7,36.1,20.4,5.1
,5105.03, Plymouth County,43.839329088230876,86,4616,20819,12.2,12.3,42.7,25.8,3.2
,3121, Middlesex County,43.86041877134955,87,2824,21133,21.299999999999997,10.5,33.400000000000006,27.7,4.1
,5112, Plymouth County,44.002812438791246,87,5437,20332,20.7,17.2,39.7,14.5,2.3
Chelsea,1605.02, Suffolk County,44.186459363177704,87,4202,26358,35,9.8,37.8,16.8,3.2
,3421.01, Middlesex County,44.1942256187547,87,4752,18757,29.2,10.1,37,18.6,3.3
South Boston,610, Suffolk County,44.25470618622845,87,3190,22011,15.8,13,33.5,41.5,0.8
,104.05, Suffolk County,44.42657705752137,87,5947,9618,13.8,14.9,8.5,43,6.8
,6406, Bristol County,44.43231158658563,87,4772,17009,31.1,12.5,31.39999999999999,25.7,1.1
,6404, Bristol County,44.452932653557475,87,2906,22626,24.200000000000003,15.2,39.699999999999996,17.7,2.3
,6140, Bristol County,44.56584883357982,87,4600,18394,26.9,9.6,34.5,27.1,3
,8002.01, Hampden County,44.575600675994906,87,7019,20445,21.3,14.1,35.599999999999994,21.9,3.8
,7311.01, Worcester County,44.62485458364474,87,4011,26065,20.3,9,36.7,29.1,5.5
,3101, Middlesex County,44.632239832091244,87,5554,23359,19.299999999999997,15.6,24.5,30.7,5.4
,7319, Worcester County,44.682372634311356,87,5154,19243,21.7,12,34.8,30.3,2.5
,6523, Bristol County,44.72729469838462,87,3003,19946,35.9,8.6,35,27,1
Chelsea,1606.01, Suffolk County,44.79456759373847,87,4662,25320,22.9,10.1,39.800000000000004,24.9,4.3
,7326, Worcester County,44.821514977444004,88,4421,18858,19.4,9.4,38.599999999999994,29.3,3.8
,7110, Worcester County,44.82644995284361,88,3274,19987,16.6,12,34.3,21.3,7.4
,8123, Hampden County,44.855040204316374,88,5447,17828,21.1,10.9,34.599999999999994,22.7,5.7
,8109.01, Hampden County,44.98143838213438,88,1913,16289,20.6,14.8,35.2,26.9,2
,8017, Hampden County,44.99812421697223,88,7910,10327,23.799999999999997,10.7,29.799999999999997,34.1,2
Revere,1707.02, Suffolk County,45.02028507633807,88,6269,22046,27.9,8.1,29,27.1,6.7
Dorchester,915, Suffolk County,45.10927164105899,88,4801,20383,25,12.7,28.5,19.9,7.2
,7031, Worcester County,45.11067886354554,88,4503,19840,15.8,19.4,37.7,23,2
,8001.01, Hampden County,45.19427369920286,88,3996,17952,15.5,13,37.6,30.1,3.4
,6405, Bristol County,45.28057095473546,88,4984,23617,32.2,18,29.099999999999994,21.2,2
,9811, Suffolk County,45.32680773674516,88,596,13640,21.4,19.9,22.299999999999997,37.8,0
,6419, Bristol County,45.55692207140524,88,2e3,20077,23.9,18.9,31.099999999999994,25,2
Dorchester,1005, Suffolk County,45.5802194516028,88,7227,25311,25.6,13.7,34.5,24.3,4.4
,5115, Plymouth County,45.79478541179068,88,4481,19223,28.299999999999997,11.4,37.60000000000001,22.5,3.5
,5114, Plymouth County,45.80844992104938,89,4043,16924,24.4,12.8,40.9,15,4.7
Dorchester,919, Suffolk County,45.9385242168999,89,4016,23167,26.1,17,31.099999999999994,17.2,5.8
,7073, Worcester County,45.956170122613436,89,3792,22443,20.4,12.7,40.8,23.9,4.5
,7312.04, Worcester County,46.04246611848717,89,2214,15550,21.9,18.3,25.200000000000003,35.7,1.6
Dorchester,924, Suffolk County,46.181641502604805,89,5732,14918,24.7,16.2,35.5,22.4,2.4
,6520, Bristol County,46.20401160856122,89,2403,19008,32.3,13.6,42.800000000000004,21.1,0
,2502, Essex County,46.206242733142865,89,5532,19693,21.9,12.3,31.299999999999997,24.7,7.2
Dorchester,916, Suffolk County,46.41217226420247,89,3382,18010,26,15.4,33.599999999999994,24.5,3.3
,7573, Worcester County,46.442972989438836,89,2635,18002,32.5,10.5,40.199999999999996,26.5,1.1
,6314, Bristol County,46.581719374188886,89,2533,20561,29.2,12,31.799999999999997,35.3,2.2
,2606, Essex County,46.67822807590468,89,3490,23346,16.9,12.1,37.2,26.2,7.6
,2506, Essex County,46.682033376451294,89,5647,17707,20.799999999999997,13.8,37.699999999999996,27.5,3.8
,804.01, Suffolk County,46.755502176337735,89,2995,21403,20.3,10.3,40.8,33.4,3.8
,7322.03, Worcester County,46.858989401932405,89,3393,22260,16.9,9.5,32.599999999999994,25.1,11.1
Mattapan,1011.01, Suffolk County,47.016886160341244,89,3808,18857,29.799999999999997,16.1,35.60000000000001,18.2,3.8
,2055, Essex County,47.01803414308775,90,4965,18653,21.6,11.6,43.5,21.1,5.3
,3104, Middlesex County,47.04800429125214,90,3382,16585,25.3,18.2,29.89999999999999,32.2,1.4
Dorchester,1001, Suffolk County,47.062086785796744,90,6146,16127,21.6,11,38.199999999999996,33.9,3.2
,7094, Worcester County,47.20754600574111,90,4393,18286,19.5,9.9,34.80000000000001,29.6,7.6
,7327, Worcester County,47.23299498307558,90,3925,19071,16.6,20.3,35,30.1,2.5
,8015.02, Hampden County,47.303938075322456,90,3272,17884,23.9,16,40.800000000000004,28.6,0.9
,8004, Hampden County,47.39953435961939,90,6076,19857,22.6,11.5,39.400000000000006,24.6,6.1
Dorchester,923, Suffolk County,47.442334710178876,90,3452,19038,25.1,16,39.4,24,2.8
,7318, Worcester County,47.463665678680314,90,6732,17822,25.5,10.8,35.3,37.1,2.9
,3117, Middlesex County,47.46679939037738,90,4658,21544,29.4,13.1,32.69999999999999,18.9,7.5
,3118, Middlesex County,47.5968616033536,90,3234,18131,36.5,17.5,29.700000000000003,26.4,1
,2058, Essex County,47.63493767731982,90,3501,20927,23.4,9.5,40.6,20.2,8.4
,8118, Hampden County,47.87609307747155,90,4506,18204,25.1,18.3,33.900000000000006,30.9,1.7
Mattapan,1010.01, Suffolk County,47.893989120728754,90,5817,20204,23.6,18.2,33.400000000000006,26,4.3
,7105, Worcester County,48.065506253655705,91,3186,19118,21.3,14.3,37.10000000000001,26.3,5.9
,5103, Plymouth County,48.12073888438127,91,3971,17401,28.9,14.1,38.400000000000006,24.9,3.3
,6412, Bristol County,48.12418111226619,91,3233,20728,33.5,11.9,38.8,35.4,0.3
,6513, Bristol County,48.2104509723716,91,2176,18439,29.299999999999997,21,31.700000000000003,28.4,0.8
,906, Suffolk County,48.216944239654616,91,2337,19360,34.2,11.5,34.10000000000001,23.2,5.6
,2069, Essex County,48.381623553194004,91,4445,20084,19,15.9,39.99999999999999,20.3,7.1
,3421.02, Middlesex County,48.63518991178455,91,3636,19620,21,11.5,46.89999999999999,26.7,4.8
,904, Suffolk County,48.66183439182641,91,3965,14313,27,13.4,35.599999999999994,29.9,3.9
,6420, Bristol County,48.75272034183289,91,2891,18803,38.4,13.4,37.800000000000004,29.4,0.5
,7572, Worcester County,48.82320309576841,91,2350,16142,27.8,9.1,40.1,24.5,6.7
,6403, Bristol County,48.82747338301306,91,4035,16552,39.7,11.6,41.300000000000004,24.1,1.2
Charlestown,402, Suffolk County,48.83135056572053,91,1841,30941,15.3,13.4,42.300000000000004,33.9,7.2
,5104, Plymouth County,49.04794566308806,91,3238,18366,24.5,8.1,44.2,25,7.4
,9006, Berkshire County,49.054962652187584,91,3725,15155,19.5,17.4,35.8,38.3,2
Chelsea,1605.01, Suffolk County,49.064070912395636,91,4819,21639,39,6.4,29.700000000000003,20.6,10.8
,8005, Hampden County,49.19122271590928,92,3410,19462,25.2,16.1,35.900000000000006,26.6,5.4
,7543, Worcester County,49.260770190328394,92,3205,18215,19.5,18.8,31.80000000000001,23.7,7.9
Dorchester,917, Suffolk County,49.37454791158058,92,3304,21153,37.5,13.8,33.400000000000006,23.9,5
,6511, Bristol County,49.42182062798787,92,4179,16616,37.2,13.9,38.6,29.6,0.7
,3119, Middlesex County,49.42488621329263,92,2479,19936,32.9,15.4,36.60000000000001,37.8,0
,2072, Essex County,49.45590433711095,92,2993,20636,28.6,4.3,40.300000000000004,24.2,10.8
Dorchester,1002, Suffolk County,49.48059838912284,92,3005,19173,20,17.6,36.7,25.1,6.7
Dorchester,914, Suffolk County,49.49788662782377,92,2721,17414,28.2,15.8,31.89999999999999,28.7,5.4
,3111, Middlesex County,49.56191065970368,92,2417,18579,35.9,13.3,25.89999999999999,24.7,8
,2601, Essex County,49.565250668154654,92,5869,19344,30.6,15.4,32.099999999999994,21.9,7.3
,2501, Essex County,49.705141902977175,92,2542,19269,37.2,9.1,40.599999999999994,34.7,2
South End,712.01, Suffolk County,49.708411004860814,92,3398,45732,31.2,18.3,33.400000000000006,29.7,7.4
,2065, Essex County,49.71410074525169,92,3243,20072,27.200000000000003,8.5,39.9,25.5,8.8
,6527, Bristol County,49.738032476247405,92,3495,15473,40.4,6.9,39.1,33.2,2.6
East Boston,509.01, Suffolk County,49.782732740595094,93,4740,24438,38.6,9,23.599999999999994,17.3,14
,813, Suffolk County,49.81107793736439,93,5428,16891,37.8,7.8,34.400000000000006,41.1,2.5
,2071, Essex County,49.958428557088986,93,3247,17618,32.4,12.2,33.2,23.7,7.8
,7325, Worcester County,49.964241578944176,93,2133,14778,28.2,9.2,33.10000000000001,31.9,7.9
,808.01, Suffolk County,50.03920657422444,93,4028,9129,24.3,14.4,19.099999999999994,42.1,7.1
,2059, Essex County,50.08134880413822,93,4481,22871,25.299999999999997,11.6,36.7,28.8,8.7
,2514, Essex County,50.092953052407886,93,5225,15194,29.9,13.4,38.300000000000004,27.1,4.8
,2510, Essex County,50.11393701506507,93,1630,17548,42.1,17.7,27,25.3,3.4
,820, Suffolk County,50.12023669884342,93,2725,21111,22.4,15.3,35.900000000000006,34.1,5.9
East Boston,502, Suffolk County,50.207332608108366,93,6083,21351,36.599999999999994,8.3,28.799999999999997,12.7,14.6
,7317, Worcester County,50.25040775850034,93,2432,20566,20.700000000000003,15,21.5,40.6,9.8
,2524, Essex County,50.27193430345318,93,4332,17556,31.3,12.3,42.099999999999994,21.8,5.9
,3107, Middlesex County,50.27856117515379,93,4878,14773,26.8,8.7,32.7,21.4,12.4
,817, Suffolk County,50.30105614528342,93,3337,22239,21.9,17.8,38.2,39.4,2.6
Dorchester,920, Suffolk County,50.301321028113854,93,5567,17082,25.9,18.5,36.39999999999999,28.8,3.9
,8011.02, Hampden County,50.35055730143883,94,1180,23e3,33.3,16.1,26.599999999999994,34.9,5.6
,7324, Worcester County,50.43291722420946,94,6794,15467,16.4,19.2,41,38.9,1.7
Dorchester,918, Suffolk County,50.491353790714065,94,3811,18603,18.9,21.7,35.7,28.7,5.1
Mattapan,1011.02, Suffolk County,50.53220095396881,94,5146,15755,25.5,17.8,36.400000000000006,28.1,4.7
,6524, Bristol County,51.005461207577945,94,2692,17018,36.8,23.1,39.7,17.2,1
,3120, Middlesex County,51.05790624851992,94,2913,15587,33.1,15.3,41,26.4,3.2
,6518, Bristol County,51.21116102110103,94,1780,17709,27.2,9.5,46.60000000000001,49.2,0
,7313, Worcester County,51.543572975943384,94,3684,15136,28.8,15.3,29.400000000000006,42.1,4.4
,2515, Essex County,51.556286476615675,94,5902,16320,33.7,14.6,37,23.4,6.5
,812, Suffolk County,51.62252300659819,94,3425,15887,22.1,12.5,39.8,40.5,5.2
,3124, Middlesex County,51.68463528482133,94,2529,14361,27.700000000000003,21.8,41.1,26.5,1.7
,7330, Worcester County,51.711543186713946,94,4023,16874,25.8,11.5,37.6,29.6,9
,6506, Bristol County,51.814095311397075,94,2626,19801,39.900000000000006,11.2,38.9,34.5,3.3
,819, Suffolk County,51.995615629852345,94,3515,15612,25.3,17.2,39.400000000000006,43.5,1.1
,6525, Bristol County,51.99795845821632,94,2417,14766,42,14.7,33.2,38,0.9
,3831.02, Middlesex County,52.182213019663116,95,5416,15348,30.9,9.2,36.50000000000001,28.9,9.6
,8014.01, Hampden County,52.47011320496828,95,3757,12345,21.2,10.6,39.400000000000006,38.4,7.8
,805, Suffolk County,52.595985692115754,95,3286,14027,27.8,14.8,33.60000000000001,43.5,4.2
,8120.01, Hampden County,52.640426656482106,95,2881,22840,31.9,17.7,35.400000000000006,37.9,3.9
,6402, Bristol County,52.81909215067475,95,5533,17839,36.8,22.4,38.10000000000001,31.4,0
,2060, Essex County,52.84888824641188,95,3032,15972,34.9,11.3,35.900000000000006,30.7,7.7
,2512, Essex County,52.940092228912825,95,1417,16031,36.8,12.1,37,40,3.5
,2513, Essex County,52.94596829273232,95,3192,12905,38.1,16.7,37.00000000000001,33.8,1.8
,2516, Essex County,53.08235902036257,95,6241,14029,33.9,10.9,35.599999999999994,36.9,6.4
,6138, Bristol County,53.1054725963619,95,4785,16520,25.2,18,36,23.4,9.6
,6409.01, Bristol County,53.14931681265924,95,4857,16233,41.7,12.7,42.7,35.6,1.2
,5108, Plymouth County,53.214025122315796,95,6602,14870,28.5,16.5,38.39999999999999,36.7,4.3
Dorchester,902, Suffolk County,53.32743999665569,95,2383,12959,29.8,18.2,35.8,34.2,4.4
Downtown/Chinatown/LeatherDistrict,702, Suffolk County,53.40585852895864,95,5724,18616,49.7,9.2,22.099999999999994,29.7,10.5
,8013, Hampden County,53.462189377535445,96,4871,14918,30.7,16.3,37.9,38,3.8
,7312.03, Worcester County,53.57618449680344,96,6063,15173,28.4,17.6,31,40.7,5.6
,6508, Bristol County,53.59342667154309,96,3527,15567,40.6,12.5,37.599999999999994,40.2,2.5
,818, Suffolk County,53.99933391327669,96,3590,15155,17.4,15.6,40.8,31.4,10.2
,6414, Bristol County,54.0049966911081,96,2372,19131,44.3,20.3,39.00000000000001,24.8,2.2
Chelsea,1604, Suffolk County,54.03597490070664,96,2855,18830,37.5,11.5,30.19999999999999,15.9,15.3
,6410, Bristol County,54.188064082626,96,2282,14196,41.900000000000006,12.3,40.699999999999996,39.2,1.9
,806.01, Suffolk County,54.2236917957791,96,4540,8261,26.2,24.4,16.299999999999997,50.8,4.1
East Boston,505, Suffolk County,54.369196872033996,96,2305,19833,35.9,7.4,32.2,17.7,17.5
East Boston,506, Suffolk County,54.53201171751774,96,2292,27424,42.3,13.7,20.299999999999997,14.7,18.5
,5110, Plymouth County,54.59023398730443,96,3251,18470,24.4,26.5,39.99999999999999,32.3,3
,821, Suffolk County,54.91430233548473,96,5243,16557,28,19.7,41,45.5,1.4
East Boston,503, Suffolk County,54.96724008168358,96,2142,16902,43.7,9.1,40.6,33.8,6.3
East Boston,501.01, Suffolk County,55.156348215587116,96,5487,20550,37.7,11.9,34.60000000000001,24.8,12.4
,3883, Middlesex County,55.22155785858022,96,6657,12882,28,12.8,27.599999999999994,57.4,6.2
Dorchester,903, Suffolk County,55.35597814748218,97,3631,14827,19.7,22.4,42.900000000000006,38,4.4
,6413, Bristol County,55.40058134703049,97,5283,14096,36.8,21.7,36.89999999999999,38.8,1.1
